"Grupo_Nome","Empresa_Nome","Unidade_Nome","Setor_Nome","Funcao_Nome","Ativo"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Portaria","Porteiro - Setor: Portaria","true"
"Okada & Oshiro Imobiliária LTDA","OKADA & OSHIRO IMOVEIS","OKADA & OSHIRO IMOVEIS","Escritório","Encarregada Administrativo","true"
"Okada & Oshiro Imobiliária LTDA","OKADA & OSHIRO IMOVEIS","OKADA & OSHIRO IMOVEIS","Escritório","Auxiliar De Escritorio","true"
"Okada & Oshiro Imobiliária LTDA","OKADA & OSHIRO IMOVEIS","OKADA & OSHIRO IMOVEIS","Administrativo","Auxiliar De Escritorio","true"
"Consultiva Contabilidade","Antonio Vianello Neto","Antonio Vianello Neto","Recepção","Recepcionista","true"
"Contabilidade Ligia","NEUSA APARECIDA DOS SANTOS - GUINCHOS","NEUSA APARECIDA DOS SANTOS - GUINCHOS","Operacional","Mecânico Socorrista com Moto","true"
"Consultiva Contabilidade","SHIROMOTO TRATAMENTOS ODONTOLOGICOS LTDA","SHIROMOTO TRATAMENTOS ODONTOLOGICOS LTDA","Laboratório","Biomedica","true"
"Consultiva Contabilidade","ERIKA BUGNO ANTUNES","Érika Bugno Antunes","Recepção","Recepcionista","true"
"Fabio Rodrigues de Freitas","FABIO RODRIGUES DE FREITAS","FABIO RODRIGUES DE FREITAS","Administrativo","Auxiliar Administrativo","true"
"Fabio Rodrigues de Freitas","FABIO RODRIGUES DE FREITAS","FABIO RODRIGUES DE FREITAS","Operacional","Polidor Júnior","true"
"MIYASHIRO ELETRONICOS E PRESENTES LTDA","MIYASHIRO ELETRONICOS","MIYASHIRO ELETRONICOS","Loja","Balconista","true"
"Contabilidade Ligia","SAO CAETANO GUINCHOS","SAO CAETANO GUINCHOS","Externo","Mecânico Socorrista com Moto","true"
"Contabilidade Ligia","SAO CAETANO GUINCHOS","SAO CAETANO GUINCHOS","Externo","Motorista Op de Guincho Leve","true"
"Consultiva Contabilidade","João Ary Ubriaco de Souza","João Ary Ubriaco de Souza","Recepção","Recepcionista","true"
"Consultiva Contabilidade","ADRIANA AVAKIAN BALABANIAN CANO","Adriana Avakian Balabanian Cano","Consultrório Odontológico","Auxiliar Em Saúde Bucal","true"
"Consultiva Contabilidade","JOAO FRANCISCO FEITAL CHAVES","JOAO FRANCISCO FEITAL CHAVES","GERAL","Auxiliar Em Saude Bucal","true"
"Manoel Jardim","DA VILA SERVICOS VETERINARIOS LTDA","DA VILA SERVICOS VETERINARIOS LTDA","Recepção","Recepcionista","true"
"COELHO & LIMA","CONDOMINIO EDIFICIO TAORMINA","CONDOMINIO EDIFICIO TAORMINA","Portaria","Folguista","true"
"Botica APS Farmácia de Manipulação LTDA.","BOTICA APS FARMACIA DE MANIPULACAO LTDA","BOTICA APS FARMACIA DE MANIPULACAO LTDA","Farmácia","Farmaceutica Subs","true"
"Botica APS Farmácia de Manipulação LTDA.","BOTICA APS FARMACIA DE MANIPULACAO LTDA","BOTICA APS FARMACIA DE MANIPULACAO LTDA","Farmácia","Técnico de Farmácia","true"
"Consultiva Contabilidade","Edson Jose Aparecido Passo Longo","Edson Jose Aparecido Passo Longo","Consultório","Recepcionista","true"
"Consultiva Contabilidade","KELLY FERNANDES BREVILIERI","KELLY FERNANDES BREVILIERI","Recepção","Recepcionista","true"
"Alencar Solução Empresarial e Cobranças Ltda","ALENCAR PLUS","ALENCAR PLUS","Departamento Pessoal","Assistente de Departamento Pessoal","true"
"Alencar Solução Empresarial e Cobranças Ltda","ALENCAR PLUS","ALENCAR PLUS","Administrativo","Auxiliar Administrativo","true"
"RECIPLAS COMERCIO DE SUCATAS PLASTICAS LTDA","RECIPLAS COMERCIO DE SUCATAS PLASTICAS LTDA","RECIPLAS COMERCIO DE SUCATAS PLASTICAS LTDA","Operacional","Ajudante Geral I","true"
"Contabilidade Ligia","NEUSA APARECIDA DOS SANTOS - GUINCHOS","NEUSA APARECIDA DOS SANTOS - GUINCHOS","Operacional","Motorista de Guincho","true"
"Ninja Grupo","NINJA SOM 0014-30","NINJA SOM 0014","Loja","Vendedor","true"
"COELHO & LIMA","COELHO & LIMA LTDA","COELHO & LIMA LTDA","Condomínio","Gerente de Condomínio","true"
"Consultiva Contabilidade","LUIZ MARTINS JUNIOR","Luiz Martins Júnior","Consultório Odontológico","Auxiliar de Saúde Bucal","true"
"ATOMY DO BRASIL COSMETICOS LTDA","ATOMY DO BRASIL","ATOMY DO BRASIL","Broadcast","Gerente de Broadcast","true"
"Consultiva Contabilidade","Caterine Stefania Miccolis Acca","Caterine Stefania Miccolis Acca","Recepção","Recepcionista","true"
"Ninja Grupo","NINJA SOM 0014-30","NINJA SOM 0014","Loja","Gerente","true"
"Consultiva Contabilidade","Maria Cristina Zaniboni","Maria Cristina Zaniboni","Consultório Odontológico","Auxiliar de Saúde Bucal","true"
"BELA EQUIPE CORPO E CABELO CABELEIREIROS","BELA EQUIPE CORPO E CABELO","BELA EQUIPE CORPO E CABELO","Recepção","Recepcionista","true"
"Consultiva Contabilidade","Marcelo Cardozo de Carvalho","Marcelo Cardozo de Carvalho","Recepção","Recepcionista","true"
"Valfran Organização Contabil LTDA","GESSO AQUARIUS","GESSO AQUARIUS","OPERACIONAL","Gesseiro","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","VIA SPSERRA","Planejamento e Gestão","Analista Plena de Planejamento","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","VIA SPSERRA","Engenharia e Projetos","Coordenador de Engenharia Socioambiental","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","VIA SPSERRA","Topografia","Engenheiro de Terraplenagem","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","VIA SPSERRA","Construção e Obras","Engenheiro OAE","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","VIA SPSERRA","Construção e Obras","Coordenador de Obras","true"
"Fabio Rodrigues de Freitas","FABIO RODRIGUES DE FREITAS","FABIO RODRIGUES DE FREITAS","Operacional","Preparador Pintura Automotivo","true"
"Ninja Grupo","NINJA SOM COMERCIO DE ELETRONICOS - 0001-15","NINJA SOM COMERCIO DE ELETRONICOS E MAT- 0013-59","Loja","Vendedor","true"
"Dellvet Clinica Veterinária","DELLVET","DELLVET","Comercial","Vendedor","true"
"IMPERIAL MATERIAL ELETRICO LTDA SILVER LUSTRES","CJ ILUMINACAO","CJ ILUMINACAO","Loja","Vendedor","true"
"Infomatiq Solucoes Em Tecnologia Eireli","INFOMATIQ SOLUCOES EM TECNOLOGIA EIRELI","INFOMATIQ SOLUCOES EM TECNOLOGIA EIRELI","Atendimento Técnico","Técnico em Informática","true"
"Consultiva Contabilidade","LISE REGINA FRIGORI MARINO MILLAN","LISE REGINA FRIGORI MARINO MILLAN","Recepção","Recepcionista","true"
"Ninja Grupo","NINJA SOM COMERCIO 07.282.516/0015-10","NINJA SOM COMERCIO DE ELETRONICOS E MATERIAIS ELETRICOS LTDA","Loja","Supervisor","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","VIA SPSERRA","Meio Ambiente e Sustentabilidade","Gerente de Conservação","true"
"Consultiva Contabilidade","Maristela Leite Cassiano","Maristela Leite Cassiano","Consultório Odontológico","Auxiliar de Saúde Bucal","true"
"Audicap Contabilidade S/A","Centro de Inf. e Apoio ao Trabalhador no Exterior","Centro de Inf. e Apoio ao Trabalhador no Exterior","Administrativo","Auxiliar de escritório","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","VIA SPSERRA","Engenharia e Projetos","Analista de Engenharia – Orçamentista","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","VIA SPSERRA","Engenharia e Projetos","Especialista em Projetos","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","VIA SPSERRA","Planejamento e Gestão","Gerente de Orçamentos","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","VIA SPSERRA","Planejamento e Gestão","Coordenador de Planejamento Júnior","true"
"Fabio Rodrigues de Freitas","FABIO RODRIGUES DE FREITAS","FABIO RODRIGUES DE FREITAS","Oficina","Funileiro Junior","true"
"Consultiva Contabilidade","Alexia Paula Peron Uemura","8630504","Recepção","Recepcionista","true"
"Contabilidade Ligia","CLAUDIO FIROXI IAMAGUCHI - PASTEL","CLAUDIO FIROXI IAMAGUCHI - PASTEL","Feira","Masseiro","true"
"Ecrel Contabilidade","NORIO TAKADA PESCADOS","NORIO TAKADA PESCADOS","VENDAS","Vendedor","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","VIA SPSERRA","Comunicação e Suporte Administrativo","Coordenador de Engenharia de Medições","true"
"Consultiva Contabilidade","Gabriela Sayeg Davini","Gabriela Sayeg Davini","Consultório","Auxiliar de Saúde Bucal","true"
"IMPERIAL MATERIAL ELETRICO LTDA SILVER LUSTRES","SD ILUMINACAO","SD ILUMINACAO","Loja","Vendedora","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","VIA SPSERRA","Construção e Obras","Supervisor De Conservação","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","VIA SPSERRA","Comunicação e Suporte Administrativo","Coordenador de Orçamentos","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","VIA SPSERRA","Engenharia e Projetos","Coordenador de Engenharia (BI)","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","VIA SPSERRA","Meio Ambiente e Sustentabilidade","Analista Ambiental","true"
"Consultiva Contabilidade","ODONTOCERDAN","ODONTOCERDAN","Recepção","Recepcionista","true"
"A DIGIFORTE TECNOLOGIA LTDA","A DIGIFORTE TECNOLOGIA LTDA","A DIGIFORTE TECNOLOGIA LTDA","Comercial","Agente de Registro","true"
"Consultiva Contabilidade","LUCILENE CARVALHO MEDEIROS CALIARI","LUCILENE CARVALHO MEDEIROS CALIARI","Recepção","Recepcionista","true"
"Ninja Grupo","NINJA SOM COMERCIO DE ELETRONICOS - 0001-15","NINJA SOM COMERCIO DE ELETRONICOS E MATERIAIS LTDA","Estoque","Estoquista","true"
"Ninja Grupo","NINJA SOM COMERCIO DE ELETRONICOS - 0001-15","NINJA SOM COMERCIO DE ELETRONICOS E MAT- 0004-68","Loja","Caixa","true"
"IMPERIAL MATERIAL ELETRICO LTDA SILVER LUSTRES","LUSTRES TUMIN","LUSTRES TUMIN","Estoque","Estoquista","true"
"Consultiva Contabilidade","CAMILA CASTRO GARCIA","CAMILA CASTRO GARCIA","Recepção","Recepcionista","true"
"Prime Manutenção Automotiva","SMART MOTORS","SMART MOTORS","Oficina","Vidraceiro","true"
"ATOMY DO BRASIL COSMETICOS LTDA","ATOMY DO BRASIL","ATOMY DO BRASIL","Logística","Assistente de Logística","true"
"COELHO & LIMA","CONDOMINIO EDIFICIO VILLEVERT","CONDOMINIO EDIFICIO VILLEVERT","Geral","Auxiliar de Serviços Gerais","true"
"Dellvet Clinica Veterinária","DELLVET","DELLVET","Banho E Tosa","Banhista","true"
"Consultiva Contabilidade","Jairo Hernandes da Cunha Bueno","Jairo Hernandes da Cunha Bueno","Recepção","Recepcionista","true"
"Ninja Grupo","NINJA SOM COMERCIO DE ELETRONICOS - 0001-15","NINJA SOM COMERCIO DE ELETRONICOS E MAT- 0006-20","Loja","Vendedor","true"
"Botica APS Farmácia de Manipulação LTDA.","BOTICA APS FARMACIA DE MANIPULACAO LTDA","BOTICA APS FARMACIA DE MANIPULACAO LTDA","Farmácia","Atendente","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","Escritório","Assistente de Folha de Pagamento III","true"
"Consultiva Contabilidade","TÂNIA UMEKITA","TÂNIA UMEKITA","Recepção","Recepcionista","true"
"Fabio Rodrigues de Freitas","FABIO RODRIGUES DE FREITAS","FABIO RODRIGUES DE FREITAS","Operacional","Orçamentista","true"
"Green Table Comercio De Alimentos","Green Table Comercio De Alimentos","Green Table Comercio De Alimentos","Cozinha","Coordenador Cozinha","true"
"Green Table Comercio De Alimentos","Green Table Comercio De Alimentos","Green Table Comercio De Alimentos","Estoque","Repositor","true"
"Dellvet Clinica Veterinária","DELLVET","DELLVET","Loja","Gerente","true"
"Ninja Grupo","NINJA SOM COMERCIO DE ELETRONICOS - 0001-15","NINJA SOM COMERCIO DE ELETRONICOS E MAT- 0013-59","Estoque","Estoquista","true"
"Ninja Grupo","NINJA SOM COMERCIO DE ELETRONICOS - 0001-15","NINJA SOM COMERCIO DE ELETRONICOS E MAT- 0004-68","Estoque","Estoquista","true"
"Consultiva Contabilidade","ABREU DENTE SERVICOS SAUDE S/S LTDA","ABREU DENTE SERVICOS SAUDE S/S LTDA","Consultório Odontológico","Auxiliar Administrativo","true"
"Contabilidade Ligia","CRISTIANE TUGUCHI","CRISTIANE TUGUCHI","Feira","Auxiliar de Feirante","true"
"Fabio Rodrigues de Freitas","FABIO RODRIGUES DE FREITAS","FABIO RODRIGUES DE FREITAS","Operacional","Montador","true"
"ARCEL AR CONDICIONADO LTDA","ARCEL AR CONDICIONADO LTDA","ARCEL AR CONDICIONADO LTDA","Operacional","Ajudante","true"
"Ninja Grupo","NINJA SOM COMERCIO DE ELETRONICOS - 0001-15","NINJA SOM COMERCIO DE ELETRONICOS E MAT- 0009-72","Estoque","Estoquista","true"
"Ninja Grupo","NINJA SOM COMERCIO DE ELETRONICOS - 0001-15","NINJA SOM COMERCIO DE ELETRONICOS E MAT- 0006-20","Estoque","Estoquista","true"
"AIKO E ARAI ODONTOCLINIC LTDA","AIKO E ARAI ODONTOCLINIC LTDA","AIKO E ARAI ODONTOCLINIC LTDA","Recepção","Recepcionista","true"
"Fabio Rodrigues de Freitas","FABIO RODRIGUES DE FREITAS","FABIO RODRIGUES DE FREITAS","Oficina","Pintor Automotivo Júnior","true"
"Fabio Rodrigues de Freitas","FABIO RODRIGUES DE FREITAS","FABIO RODRIGUES DE FREITAS","Oficina","Preparador Pintura Automotivo Pleno","true"
"FD LAB Ltda","FD LAB","FD LAB","COMERCIAL","Gerente de Vendas","true"
"COELHO & LIMA","COELHO & LIMA LTDA","COELHO & LIMA LTDA","Locação","Auxiliar de Locação","true"
"LVO Assessoria","HJAPAN","HJAPAN","Serviços","Mecanico Junior","true"
"Igreja Presbiteriana Independente do Brasil","IGREJA PRESBITERIANA INDEPENDENTE DO BRASIL","IGREJA PRESBITERIANA INDEPENDENTE DO BRASIL","Financeiro","Tesoureiro","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","Obra","Engenheiro OAE","true"
"Ninja Grupo","NINJA SOM COMERCIO DE ELETRONICOS - 0001-15","NINJA SOM COMERCIO DE ELETRONICOS E MAT- 0017-82","Loja","Vendedor","true"
"Consultiva Contabilidade","ROGERIO FIGUEIREDO ROMERA","Rogerio Figueiredo Romera","Geral","Ajudante Geral","true"
"IMPERIAL MATERIAL ELETRICO LTDA SILVER LUSTRES","SD ILUMINACAO","SD ILUMINACAO","Estoque","Estoquista","true"
"MELK COSMETICOS","MELK COSMETICOS","MELK COSMETICOS","Limpeza","Auxiliar de Limpeza","true"
"MELK COSMETICOS","MELK COSMETICOS","MELK COSMETICOS","Produção","Auxiliar De PCP","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","Engenharia e Projetos","Topógrafo","true"
"APS Treinamento e Apoio Administrativo LTDA","APS TREINAMENTO E APOIO ADMINISTRATIVO LTDA","APS TREINAMENTO E APOIO ADMINISTRATIVO LTDA","Marketing","Redator de Textos Técnicos","true"
"Consultiva Contabilidade","Rafaela Cordista Faria Cinacchi","Rafaela Cordista Faria Cinacchi","Administração","Auxiliar administrativo","true"
"Consultiva Contabilidade","Andreia Aparecida Traina","Andreia Aparecida Traina","Geral","Empregada Doméstica","true"
"OG STANDS PROMOCIONAIS LOCACOES E EMPREENDIMENTOS","OG STANDS & CENOGRAFIA","OG STANDS & CENOGRAFIA","Operacional","Motorista","true"
"Proconsult Assessoria Empresarial LTDA","PROCONSULT ASSESSORIA EMPRESARIAL LTDA","PROCONSULT ASSESSORIA EMPRESARIAL LTDA","Escritório","Analista Contábil","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","Engenharia e Projetos","Auxiliar de Topografia","true"
"MABRUK SAUDE ODONTOLOGIA LTDA","MABRUK SAUDE ODONTOLOGIA LTDA.","MABRUK SAUDE ODONTOLOGIA LTDA","Recepção","Recepcionista","true"
"TRANSMYM TRANSPORTE LOGISTICA E CONSERTO DE PALLET","TRANSMYM TRANSPORTE LOGISTICA E CONSERTO DE PALLET","TRANSMYM TRANSPORTE LOGISTICA E CONSERTO DE PALLET","Copa e Limpeza","Auxiliar de Limpeza","true"
"Dellvet Clinica Veterinária","DELLVET","DELLVET","Comercial","Banhista","true"
"Fabio Rodrigues de Freitas","FABIO RODRIGUES DE FREITAS","FABIO RODRIGUES DE FREITAS","Operacional","Pintor Automotivo Sênior","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","Engenharia e Projetos","Auxiliar Administrativo","true"
"Ninja Grupo","NINJA SOM COMERCIO 07.282.516/0015-10","NINJA SOM COMERCIO DE ELETRONICOS E MATERIAIS ELETRICOS LTDA","Estoque","Estoquista","true"
"Dario Augusto Toti","Dario Augusto Toti","Dario Augusto Toti","Recepção","Secretária","true"
"Valfran Organização Contabil LTDA","GESSO AQUARIUS","GESSO AQUARIUS","EXTERNO","Gesseiro","true"
"Consultiva Contabilidade","SIMONE ALVES DE MELO MAUDONNET","SIMONE ALVES DE MELO MAUDONNET","Recepção","Recepcionista","true"
"Ninja Grupo","NINJA SOM COMERCIO DE ELETRONICOS - 0001-15","NINJA SOM COMERCIO DE ELETRONICOS E MAT- 0013-59","Loja","Caixa","true"
"Ninja Grupo","NINJA SOM COMERCIO 07.282.516/0015-10","NINJA SOM COMERCIO DE ELETRONICOS E MATERIAIS ELETRICOS LTDA","Loja","Vendedor","true"
"SIGMA GESTAO AMBIENTAL LTDA","SIGMA GESTAO AMBIENTAL LTDA","SIGMA GESTAO AMBIENTAL LTDA","Operacional","Vendedor","true"
"RCA CENOGRAFIA LTDA","RCA CENOGRAFIA LTDA","RCA CENOGRAFIA LTDA","Geral","Auxiliar de Serviços Gerais","true"
"Ninja Grupo","NINJA SOM COMERCIO 07.282.516/0015-10","NINJA SOM COMERCIO DE ELETRONICOS E MATERIAIS ELETRICOS LTDA","Loja","Caixa","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","Topografia","Auxiliar de Topografia","true"
"Dellvet Clinica Veterinária","DELLVET","DELLVET","Banho E Tosa","Tosadora","true"
"STUDIO HA COMERCIO E SERVICOS LTDA","STUDIO HA","STUDIO HA","Marketing","Assistente De Marketing Digital","true"
"STUDIO HA COMERCIO E SERVICOS LTDA","STUDIO HA","STUDIO HA","Projetos","Coordenadora de Projetos","true"
"STUDIO HA COMERCIO E SERVICOS LTDA","STUDIO HA","STUDIO HA","Projetos","Cordenadora De Obras","true"
"Fabio Rodrigues de Freitas","FABIO RODRIGUES DE FREITAS","FABIO RODRIGUES DE FREITAS","Operacional","Pintor Automotivo Pleno","true"
"Consultiva Contabilidade","Jéssica Pasquero Viduolis","Jéssica Pasquero Viduolis","Recepção","Recepcionista","true"
"TRANSMYM TRANSPORTE LOGISTICA E CONSERTO DE PALLET","WORD PALLET'S COMERCIO E SERVICOS EIRELI","WORD PALLET'S COMERCIO E SERVICOS EIRELI","Produção","Operador de Empilhadeira","true"
"Contabilidade Ligia","CLAUDIO FIROXI IAMAGUCHI - PASTEL","CLAUDIO FIROXI IAMAGUCHI - PASTEL","Feira","Auxiliar de Feirante","true"
"Valfran Organização Contabil LTDA","GRUPO AURUM PLANEJADOS","GRUPO AURUM PLANEJADOS","Comercial","Vendedor Projetista","true"
"TRANSMYM TRANSPORTE LOGISTICA E CONSERTO DE PALLET","WORD PALLET'S COMERCIO E SERVICOS EIRELI","WORD PALLET'S COMERCIO E SERVICOS EIRELI","Transporte","Motorista De Carreta Categoria E","true"
"Ninja Grupo","BEST AUDIO ELETROELETRONICOS LTDA - MATRIZ","BEST AUDIO ELETROELETRONICOS LTDA - MATRIZ","Escritório","Assistente de Contas a Pagar","true"
"Mayra Abdo Giannini","Mayra Abdo Giannini","MAYRA ABDO GIANNINI","Recepção","Recepcionista","true"
"CARDIOANGIOCARE CLÍNICA MÉDICA LTDA","CARDIOANGIOCARE CLÍNICA MÉDICA LTDA","CARDIOANGIOCARE CLÍNICA MÉDICA LTDA","Recepção","Recepcionista","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","Obra","Técnico de Obras","true"
"Consultiva Contabilidade","BERTACHINI ODONTOLOGIA LTDA","BERTACHINI ODONTOLOGIA LTDA","Recepção","Recepcionista","true"
"Valfran Organização Contabil LTDA","GRUPO AURUM PLANEJADOS","GRUPO AURUM PLANEJADOS","Loja","Projetista","true"
"APS Treinamento e Apoio Administrativo LTDA","APS TREINAMENTO E APOIO ADMINISTRATIVO LTDA","APS TREINAMENTO E APOIO ADMINISTRATIVO LTDA","Suporte ao Aluno","Atendente","true"
"CIDEP CENTRO INTEGRADO DE DIABETES, ENDOCRINOLOGIA","CIDEP CENTRO INTEGRADO DE DIABETES, ENDOCRINOLOGIA PEDIATRICA E ODONTOLOGIA LTDA","CIDEP CENTRO INTEGRADO DE DIABETES, ENDOCRINOLOGIA PEDIATRICA E ODONTOLOGIA LTDA","Administrativo","Recepcionista","true"
"Ninja Grupo","NINJA SOM COMERCIO DE ELETRONICOS - 0001-15","NINJA SOM COMERCIO DE ELETRONICOS E MAT- 0011-97","Loja","Caixa","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","Obra","Analista de Faixa de Domínio Júnior","true"
"UNIMEF - UNIDADE DE MEDICINA FETAL DE SAO PAULO","UNIMEF - UNIDADE DE MEDICINA FETAL DE SAO PAULO S/S LTDA","UNIMEF - UNIDADE DE MEDICINA FETAL DE SAO PAULO S/S LTDA","Recepção","Secretaria","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Reposição de estoque","Jovem Aprendiz","true"
"MELK COSMETICOS","MELK COSMETICOS","MELK COSMETICOS","Produção","Químico de Controle Qualidade","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","Obra","Topógrafo","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","Escritório","Especialista em Qualidade","true"
"Fabio Rodrigues de Freitas","FABIO RODRIGUES DE FREITAS","FABIO RODRIGUES DE FREITAS","Operacional","Pintor Automotivo","true"
"ATOMY DO BRASIL COSMETICOS LTDA","ATOMY DO BRASIL","ATOMY DO BRASIL","Financeiro","Gerente Financeiro","true"
"Ninja Grupo","NINJA SOM 0014-30","NINJA SOM 0014","Loja","Caixa","true"
"Ninja Grupo","NINJA SOM COMERCIO DE ELETRONICOS - 0001-15","NINJA SOM COMERCIO DE ELETRONICOS E MAT- 0003-87","Estoque","Estoquista","true"
"CONDOMINIO UP HOME SANTANA","Condomínio UP Home Santana","Condomínio UP Home Santana","Limpeza","Auxiliar de Limpeza","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","VIA SPSERRA","Construção e Obras","Inspetor de Campo","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","VIA SPSERRA","Construção e Obras","Engenheiro de Terraplenagem","true"
"Contabilidade Ligia","ANDREA SATIE SENAGA","ANDREA SATIE SENAGA","Feira","Masseiro","true"
"Ninja Grupo","NINJA SOM COMERCIO DE ELETRONICOS - 0001-15","NINJA SOM COMERCIO DE ELETRONICOS E MAT- 0017-82","Loja","Supervisor","true"
"Ninja Grupo","NINJA SOM COMERCIO DE ELETRONICOS - 0001-15","NINJA SOM COMERCIO DE ELETRONICOS E MAT- 0017-82","Loja","Caixa","true"
"Bem Estar Hospitalar","Bem Estar Hospitalar","Bem Estar Hospitalar","Limpeza","Faxineira","true"
"ARCEL AR CONDICIONADO LTDA","ARCEL SERVICOS DE AR CONDICIONADO E ELETRICA LTDA","ARCEL SERVICOS DE AR CONDICIONADO E ELETRICA LTDA","Operacional","Ajudante","true"
"Eliane Langellotti","Eliane Langellotti","Eliane Langellotti","Home Office","Auxiliar Administrativo","true"
"Valfran Organização Contabil LTDA","GRUPO AURUM PLANEJADOS","GRUPO AURUM PLANEJADOS","Loja","Vendedor","true"
"TRANSMYM TRANSPORTE LOGISTICA E CONSERTO DE PALLET","WE TRANSPORTES LOGISTICA E CONSERTO DE PALLETS LTDA","WE TRANSPORTES LOGISTICA E CONSERTO DE PALLETS LTDA","Administrativo","Auxiliar de escritório","true"
"OG STANDS PROMOCIONAIS LOCACOES E EMPREENDIMENTOS","OG STANDS & CENOGRAFIA","OG STANDS & CENOGRAFIA","Operacional","Ajudante Geral","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","VIA SPSERRA","Segurança e Qualidade","Especialista de Segurança do Trabalho","true"
"Lirio Cafe E Bistro Ltda","LÍRIO CAFÉ E BISTRÔ","LÍRIO CAFÉ E BISTRÔ","Cozinha","Ajudante de Cozinha","true"
"Ninja Grupo","SD AUDIO 0001-00","SD Audio","Loja","caixa","true"
